           1           0       10413         843        3942        4882          97
    -1    0.812    2.046     -0.934  0.010     1.54     1.63    -0.03     0.06
     3   -0.178    1.228     -0.616  0.199     1.54     1.63    -0.03     0.06
     3    0.161    0.564      0.065  0.199     0.89    -0.31     0.03     0.07
    -1    0.023    2.757      1.805  0.010     0.89    -0.31     0.03     0.07
    -2   -1.194   -0.651      0.065  0.006     3.31     5.06     0.02     0.07
     3   -1.104   -1.108      0.780  0.199     3.31     5.06     0.02     0.07
    -2    0.002    0.728      0.397  0.006     3.59    -0.75     0.03     0.07
     2   -0.990    2.305      1.325  0.006     3.59    -0.75     0.03     0.07
    -1   -0.787    1.363     -0.819  0.010    -2.92     1.65    -0.03     0.07
     1   -0.755    1.396     -0.685  0.010    -2.92     1.65    -0.03     0.07
     2   -3.014    0.808      1.800  0.006     0.06    -1.67     0.03     0.07
    -1   -0.061    0.082     -0.009  0.010     0.06    -1.67     0.03     0.07
     1    0.091   -0.001     -0.022  0.010    -3.49     0.67     0.01     0.07
     1   -0.364   -0.553      0.195  0.010    -3.49     0.67     0.01     0.07
     2   -1.170   -1.663      0.087  0.006    -3.49     0.67     0.01     0.07
     3   -0.621   -0.033     -0.116  0.199    -0.46    -1.15    -0.04     0.07
    -1   -2.246   -0.964     -1.724  0.010    -0.46    -1.15    -0.04     0.07
     1    2.308    0.282      0.449  0.010     1.16     0.66     0.01     0.07
    -1    0.305   -0.071     -0.208  0.010     1.16     0.66     0.01     0.07
     2   -1.221   -0.222     -0.046  0.006    -0.34    -0.62    -0.02     0.07
    -1   -1.496    0.246     -0.849  0.010    -0.34    -0.62    -0.02     0.07
    -2   -0.107   -0.351     -0.647  0.006     2.66     4.83    -0.04     0.07
     3   -0.208   -2.822     -1.747  0.199     2.66     4.83    -0.04     0.07
    -1   -1.713   -1.190      0.013  0.010    -4.59     1.69    -0.01     0.07
     3   -0.509   -0.042     -0.205  0.199    -4.59     1.69    -0.01     0.07
    -1    0.216    0.580     -0.064  0.010    -0.38    -1.97    -0.04     0.07
    -1   -0.083    0.082     -0.088  0.010    -0.38    -1.97    -0.04     0.07
    -2    0.883    2.054     -1.571  0.006    -0.38    -1.97    -0.04     0.07
     3    1.918    0.702      0.194  0.199    -2.24     3.27    -0.01     0.07
    -3    0.403    0.096     -0.391  0.199    -2.24     3.27    -0.01     0.07
     1    2.514    0.581      0.423  0.010     1.84    -5.00     0.01     0.07
     2   -0.024   -0.008      0.021  0.006     1.84    -5.00     0.01     0.07
     2   -0.036   -0.056      0.025  0.006     1.84    -5.00     0.01     0.07
    -1    0.425    2.738     -1.771  0.010    -0.77     2.17    -0.04     0.08
     2    0.135   -0.006      0.076  0.006    -0.77     2.17    -0.04     0.08
    -1    0.364   -0.790     -0.351  0.010     1.87    -2.29    -0.02     0.08
    -2    0.745   -0.654     -0.467  0.006     1.87    -2.29    -0.02     0.08
    -1    0.590   -0.257      0.220  0.010     1.87    -2.29    -0.02     0.08
     4    0.019   -0.806      0.660  1.350    -1.15    -5.20     0.01     0.08
    -1    0.307   -0.801     -0.310  0.010    -1.15    -5.20     0.01     0.08
     1   -0.636   -1.379     -0.392  0.010     0.67    -3.85    -0.04     0.08
    -3   -0.463   -1.193     -1.247  0.199     0.67    -3.85    -0.04     0.08
     3    0.523   -0.433     -0.609  0.199     3.31     3.91    -0.02     0.08
    -1    1.470   -1.059     -0.140  0.010     3.31     3.91    -0.02     0.08
    -1   -1.057   -2.022     -0.866  0.010    -0.87     1.44    -0.04     0.08
     2   -0.125   -0.451     -0.659  0.006    -0.87     1.44    -0.04     0.08
     2   -1.893    0.863      0.079  0.006    -5.10    -0.48     0.01     0.08
    -2   -0.405    0.077      0.250  0.006    -5.10    -0.48     0.01     0.08
     2   -0.091   -0.702     -0.108  0.006    -0.49     3.22    -0.03     0.08
    -3   -0.042   -1.979     -1.039  0.199    -0.49     3.22    -0.03     0.08
    -1    0.709   -0.432      0.196  0.010    -4.47     1.69     0.02     0.08
