           1           0         197         197   2.62563443    
     0.082      2.550     1     3      7.721     0  2212
     0.251      0.251     2     3      7.376     0  2212
     1.668     -2.841     3     3      7.299     0  2212
     1.497     -4.571     4     3      5.725     0  2212
     0.885     -0.363     5     3      5.700     0  2212
     1.604     -1.207     6     3      5.461     0  2212
     1.173      4.891     7     3      5.455     0  2212
     2.756      1.964     8     3      5.395     0  2212
    -4.344      0.325     9     3      5.325     0  2212
     2.126     -1.974    10     3      5.315     0  2212
    -3.662      0.973    11     3      5.292     0  2212
    -1.419      0.304    12     3      5.171     0  2212
    -1.355     -2.083    13     3      4.857     0  2212
     0.189     -2.716    14     3      4.767     0  2212
     2.376     -2.626    15     3      4.681     0  2212
     5.233     -1.014    16     0      4.578  2212  2212
     5.064      2.287    17     3      4.431     0  2212
    -3.451     -2.035    18     3      4.429     0  2112
    -0.689      2.671    19     3      4.417     0  2112
     2.099      4.009    20     3      4.373     0  2212
     6.735     -2.988    21     3      4.154     0  2212
     4.501      5.776    22     3      4.116     0  2212
     2.029      2.509    23     3      4.067     0  2212
     1.468      1.536    24     3      3.897     0  2212
    -2.887      2.417    25     3      3.829     0  2212
     1.005     -6.687    26     3      3.829     0  2212
     2.088     -3.124    27     3      3.774     0  2212
     3.221     -2.496    28     3      3.755     0  2212
     2.014     -1.195    29     3      3.752     0  2212
     2.898      4.999    30     3      3.724     0  2112
     6.221      1.181    31     2      3.667  2212  2212
     8.127      3.791    32     0      3.645  2212  2212
     2.047      3.757    33     3      3.637     0  2212
     5.264     -0.182    34     3      3.593     0  2212
    -2.108     -3.647    35     3      3.514     0  2112
     0.212     -3.962    36     3      3.513     0  2212
     4.327     -3.545    37     3      3.449     0  2212
     5.427      2.827    38     2      3.414  2212  2212
     6.061     -6.756    39     0      3.395  2212  2212
     2.931     -2.837    40     3      3.385     0  2212
    -0.619     -3.524    41     3      3.326     0  2212
     3.856     -1.081    42     3      3.321     0  2212
    -0.247     -4.462    43     3      3.235     0  2212
     0.118     -1.692    44     3      3.119     0  2212
     0.089     -2.279    45     3      3.051     0  2212
    -3.296      0.381    46     3      3.043     0  2212
     2.614      4.910    47     3      3.041     0  2212
     0.522      0.185    48     3      2.996     0  2212
     4.873      0.715    49     3      2.991     0  2212
     6.645      3.606    50     3      2.928     0  2212
     3.192      0.171    51     3      2.857     0  2212
     4.045      2.307    52     1      2.856  2212  2212
     0.614     -5.762    53     3      2.771     0  2212
     3.465     -3.450    54     3      2.726     0  2212
    -2.603     -4.039    55     3      2.701     0  2212
     1.572     -0.283    56     3      2.628     0  2212
     0.830     -0.112    57     3      2.609     0  2212
    -0.240     -5.435    58     3      2.489     0  2212
    -4.040      2.567    59     3      2.475     0  2212
    -5.029     -0.513    60     3      2.444     0  2212
    -1.409      2.341    61     3      2.403     0  2212
    -0.252     -2.120    62     3      2.382     0  2212
     4.707      3.177    63     3      2.365     0  2212
    -1.328     -2.488    64     3      2.345     0  2112
     3.523     -2.391    65     3      2.324     0  2212
    -2.016     -3.524    66     3      2.249     0  2212
    -4.582     -4.286    67     3      2.098     0  2212
     0.186      6.132    68     3      2.039     0  2112
     1.966     -0.387    69     3      2.005     0  2212
     5.753      1.959    70     3      1.911     0  2212
     0.660     -5.586    71     3      1.847     0  2212
    -4.014      1.143    72     3      1.767     0  2212
    -2.215      2.575    73     3      1.747     0  2212
     1.232      3.006    74     3      1.638     0  2212
     5.972     -1.481    75     0      1.626  2212  2212
    -0.611     -2.830    76     3      1.518     0  2212
    -2.478     -0.944    77     3      1.333     0  2212
    -4.356      2.066    78     3      1.317     0  2212
     6.463     -0.106    79     0      1.160  2212  2212
     3.811     -2.908    80     3      1.141     0  2112
     0.628      3.017    81     3      1.137     0  2112
    -1.122      2.269    82     3      1.042     0  2112
    -1.579      3.813    83     3      1.035     0  2112
     3.586      4.763    84     1      0.841  2112  2112
    -3.810     -3.346    85     3      0.839     0  2112
     3.773      5.958    86     3      0.803     0  2112
     0.089     -4.408    87     3      0.777     0  2112
     5.300     -3.763    88     3      0.766     0  2112
    -3.398     -2.107    89     3      0.760     0  2112
    -2.703      4.480    90     3      0.617     0  2112
     3.638      4.122    91     3      0.583     0  2112
    -1.892     -2.449    92     3      0.497     0  2112
     3.236      5.997    93     3      0.286     0  2112
     6.269     -1.813    94     0      0.155  2112  2112
     4.954      1.806    95     3      0.034     0  2112
    -0.293      5.231    96     3     -0.041     0  2112
    -4.546     -2.806    97     3     -0.049     0  2112
     7.224     -1.277    98     0     -0.105  2112  2112
     1.905     -6.017    99     3     -0.150     0  2112
     2.012     -2.888   100     3     -0.171     0  2112
     3.372      0.227   101     3     -0.190     0  2112
     2.961      8.120   102     0     -0.202  2112  2112
     1.233     -2.578   103     3     -0.260     0  2112
     6.876     -2.950   104     0     -0.298  2112  2112
     8.294     -0.532   105     0     -0.306  2112  2112
     2.665      4.887   106     3     -0.417     0  2112
     5.947      2.877   107     1     -0.432  2112  2112
     4.194      3.275   108     3     -0.437     0  2112
    -0.618     -5.644   109     3     -0.470     0  2212
     2.367     -5.283   110     3     -0.472     0  2112
    -0.403     -2.025   111     3     -0.595     0  2112
     1.275      0.947   112     3     -0.597     0  2212
     1.848     -1.292   113     3     -0.709     0  2112
     1.173     -3.342   114     3     -0.730     0  2112
     6.952      2.849   115     0     -0.797  2112  2112
     1.912     -0.698   116     3     -0.843     0  2112
     1.247      5.393   117     3     -0.924     0  2112
     2.291      0.401   118     3     -0.978     0  2112
     5.805      8.096   119     0     -0.989  2112  2112
     0.463     -3.968   120     3     -1.053     0  2112
    -1.406      2.808   121     3     -1.114     0  2112
     5.404      5.333   122     0     -1.133  2112  2112
    -2.235      1.271   123     3     -1.134     0  2212
    -3.917      2.204   124     3     -1.158     0  2112
     7.122      1.729   125     0     -1.187  2112  2112
     0.584     -3.330   126     3     -1.208     0  2112
     4.516     -5.890   127     0     -1.226  2112  2112
     6.146     -3.068   128     0     -1.233  2112  2112
    -3.653      0.388   129     3     -1.317     0  2112
    -5.881      1.714   130     3     -1.363     0  2112
