           1           0         197         197   2.55540752    
     2.420     -2.304     1     3      7.677     0  2212
     2.951     -0.042     2     3      6.343     0  2212
     1.545     -2.077     3     3      5.878     0  2212
    -3.409     -0.325     4     3      5.707     0  2212
     4.312      0.156     5     3      5.669     0  2212
     0.024     -2.915     6     3      5.447     0  2212
     3.441     -2.801     7     3      5.217     0  2212
    -2.100     -0.647     8     3      5.207     0  2212
     5.632     -1.021     9     3      5.058     0  2212
     0.824      0.399    10     3      4.923     0  2212
     2.300      5.273    11     3      4.891     0  2212
    -1.927     -2.376    12     3      4.631     0  2212
    -2.102     -5.753    13     3      4.355     0  2212
    -2.921      0.312    14     3      4.162     0  2112
     6.576     -2.564    15     0      4.147  2212  2212
     3.176     -2.419    16     3      4.134     0  2212
    -2.891     -4.953    17     3      3.826     0  2212
    -1.194      1.592    18     3      3.754     0  2212
     1.084      3.624    19     3      3.746     0  2212
    -1.528     -0.603    20     3      3.727     0  2212
     5.229     -1.714    21     3      3.678     0  2212
     4.826     -2.491    22     3      3.645     0  2212
     0.912      1.046    23     3      3.643     0  2212
    -2.530     -4.169    24     3      3.585     0  2212
    -1.813     -1.268    25     3      3.402     0  2212
     0.231     -3.818    26     3      3.396     0  2212
     3.375      1.140    27     3      3.368     0  2212
     0.530     -4.867    28     3      3.286     0  2212
     4.285     -5.180    29     3      3.254     0  2212
    -1.350     -2.941    30     3      3.214     0  2212
    -0.673     -1.579    31     3      3.196     0  2112
    -1.184     -5.345    32     3      3.177     0  2112
    -2.206     -3.450    33     3      3.084     0  2212
     2.758     -2.771    34     3      3.058     0  2212
     3.730      3.271    35     3      3.029     0  2212
    -2.537      2.075    36     3      3.003     0  2212
     1.660      3.843    37     3      2.904     0  2212
     1.083      4.430    38     3      2.866     0  2212
    -0.911      2.202    39     3      2.817     0  2212
     4.699      2.073    40     3      2.711     0  2212
     0.724      0.796    41     3      2.610     0  2212
     2.194      3.432    42     3      2.569     0  2212
     3.552      0.636    43     3      2.567     0  2212
     1.459      2.193    44     3      2.539     0  2212
     4.379      4.973    45     3      2.491     0  2212
     4.433     -2.146    46     3      2.408     0  2212
     6.431      0.143    47     3      2.345     0  2212
     1.532      5.232    48     3      2.317     0  2212
    -2.610     -0.802    49     3      2.276     0  2112
     8.540      0.838    50     0      2.247  2212  2212
     0.954      3.346    51     3      2.169     0  2212
     1.576      4.668    52     3      2.159     0  2212
    -2.553      0.003    53     3      2.133     0  2212
     6.561      4.412    54     0      2.112  2212  2212
     1.150      1.152    55     3      2.101     0  2212
     1.732      1.688    56     3      2.084     0  2212
     6.800     -4.454    57     0      2.075  2212  2212
     0.194     -4.899    58     3      2.019     0  2212
    -2.559     -4.602    59     3      1.961     0  2212
     2.660      5.358    60     3      1.917     0  2212
     4.579     -3.540    61     0      1.763  2212  2212
    -2.509      1.345    62     3      1.753     0  2212
     1.038     -2.351    63     3      1.702     0  2212
     3.778     -1.016    64     3      1.660     0  2212
     0.671     -4.041    65     3      1.402     0  2212
     3.630      1.500    66     3      1.362     0  2212
     1.714      4.972    67     3      1.277     0  2212
     4.053      2.615    68     3      1.208     0  2212
    -3.582      5.442    69     3      1.188     0  2212
     5.582      5.437    70     0      1.011  2212  2212
     0.297     -0.535    71     3      1.007     0  2212
    -0.691     -0.156    72     3      0.988     0  2212
     6.689      3.702    73     3      0.941     0  2212
     1.992     -0.146    74     3      0.933     0  2212
     0.885      2.667    75     3      0.918     0  2212
     3.240     -2.487    76     3      0.908     0  2112
     0.285      5.574    77     3      0.869     0  2212
     5.612      0.569    78     3      0.824     0  2212
    -0.621      4.865    79     3      0.778     0  2212
     4.947      3.349    80     3      0.748     0  2112
    -0.202      3.143    81     3      0.739     0  2112
    -0.572     -5.778    82     3      0.738     0  2112
    -3.327      1.699    83     3      0.716     0  2112
    -3.107     -1.550    84     3      0.707     0  2112
    -0.467      0.338    85     3      0.638     0  2112
     5.854     -0.922    86     3      0.582     0  2112
     0.384      2.779    87     3      0.581     0  2112
