      1      1   4614    6.0000      118 115   5 113   4 111      0.0000
  2212    0.000    0.000    -99.9956  0.940    -2.42    -6.30    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -9.27     4.38    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.60     3.94     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     2.92    -4.76     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -8.72     2.54    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -5.72     5.39    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -1.75     5.64    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -4.37    -2.44    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.76    -1.94     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     7.84     1.82     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.21     0.54     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -3.89     4.28    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.52     4.35     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     7.75    -0.66     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -7.25     3.45    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.05    -0.72     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -2.49    -5.96    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -4.62     2.31    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940    10.56    -0.39     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -5.53     5.78    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     6.81     3.73     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.18    -4.31     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -7.94     2.15    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -2.04     3.89    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     6.33     4.03     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.49     5.27     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -6.68    -2.00    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     5.01     5.11     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -3.75    -5.05    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     4.59    -2.92     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -3.14     3.77    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -4.14    -1.73    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -9.23     0.28    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -7.46    -4.42    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -3.61     2.50    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -5.08     4.98    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -5.60    -2.24    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -2.86    -5.41    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -3.88    -2.73    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -5.64     4.31    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -7.17    -5.14    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     7.57    -1.54     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     6.91     0.26     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     7.31    -1.08     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.69     1.10     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -5.73    -2.53    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -5.45     4.51    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.24     4.73     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -7.36    -1.66    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -3.95    -5.16    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.32    -5.83     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     3.73    -3.33     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -3.15     5.86    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -3.77    -4.08    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -4.77    -0.96    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.74     1.66     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.09     3.09     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     8.60    -1.76     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -2.78    -4.56    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.94     0.87     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     6.72     2.11     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     8.00     1.54     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -5.30     2.27    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -4.65     1.52    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     7.12    -3.50     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     7.99    -2.90     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.89     2.02     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -4.43    -2.16    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     6.37     1.40     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     4.16     2.29     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.93    -4.77     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -4.56    -2.97    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     5.37     4.75     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     3.25    -6.77     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -6.29    -0.38    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     4.22    -2.77     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -2.34     4.06    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -4.41     6.54    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -5.60    -3.23    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     7.02     3.68     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -6.52     3.00    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -1.82     3.70    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -6.41     1.93    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.70     2.02     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     7.06     4.74     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.23    -4.49     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -8.22     2.95    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     8.71     2.33     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -6.35     6.00    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -6.05     4.24    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -4.19     3.14    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -5.16     6.19    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -6.67     2.13    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -3.83    -3.50    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     9.38     0.13     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.78     3.54     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     7.81    -2.76     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     7.14     0.30     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     7.51    -5.48     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     4.78    -4.75     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -6.10    -3.04    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     8.37     3.87     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -4.37    -2.55    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     8.06     0.81     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     7.53     2.34     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     7.59     2.44     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     3.97    -3.48     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -6.15     5.48    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -7.20     1.74    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     5.28     3.12     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -3.90     4.72    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     8.68     2.54     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -4.71    -3.46    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -5.94    -0.17    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -8.25    -0.30    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -3.84    -3.04    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.27     6.08     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     6.79    -1.90     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -5.49    -2.16    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -7.88    -2.99    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -3.31     4.93    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     1.98    -7.71     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -9.59    -1.60    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     5.10     3.01     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -6.79     3.44    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     8.42     0.57     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.25    -4.73     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -2.58     5.73    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -6.23    -4.68    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -4.62     2.52    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.46     3.53     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -8.04    -4.21    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.33    -3.79     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -4.18    -1.35    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     3.41    -5.28     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -6.82     0.98    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -5.05    -1.19    -0.20     0.20
