      1      1   1331    8.0000       28  35   1  27   4  31      0.0000
  2112    0.000    0.000    -99.9956  0.940    -5.33     0.03    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     7.68     2.54     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.10    -6.26     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.09     1.93     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     2.80     2.87     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -1.42     6.51    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     6.50    -3.73     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.67     6.57     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     3.23    -1.96     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     9.13     0.68     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     2.42    -0.25     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.30    -5.02     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     9.04    -4.21     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     5.32     0.31     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.89     0.99     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -7.72     1.35    -0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.48     4.14     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     8.61     3.28     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     3.11     5.70     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.75     7.02     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     4.49    -2.57     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     1.00    -0.83     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     1.81    -7.01     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     8.42     0.79     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     3.97     6.19     0.20     0.20
  2112    0.000    0.000     99.9956  0.940    -0.10     2.95     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     6.22    -7.07     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.05    -0.02     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     3.48     4.31     0.20     0.20
