           1        1557
 event,miss,iscat,jscat=           1           0          29          19
     1   -0.230   -0.749      0.720  0.010    -1.97     2.96     0.12     0.19
 event,miss,iscat,jscat=           1           0         123          27
    -1   -0.032    0.236     -0.349  0.010    -0.46     0.02    -0.04     0.15
     2    0.332   -0.635      0.285  0.006    -0.73     0.16     0.04     0.10
    -1    0.634   -0.520     -0.132  0.010    -0.46     0.04    -0.07     0.20
     2   -0.335    0.121      0.068  0.006    -0.69     0.09     0.08     0.20
 event,miss,iscat,jscat=           1           0         149          68
    -1   -0.003   -0.034      0.031  0.010    -1.69    -1.02    -0.11     0.16
     1   -0.570   -0.476     -0.613  0.010    -1.69    -1.04    -0.03     0.13
    -1   -0.582   -0.513     -0.492  0.010    -1.69    -1.05    -0.09     0.20
     1    0.010    0.003     -0.089  0.010    -1.73    -1.07    -0.07     0.20
 event,miss,iscat,jscat=           1           0         193         160
    -1   -0.087    0.136      0.001  0.010    -3.46     1.50     0.01     0.18
    -1    0.288   -0.321     -0.122  0.010    -3.38     1.64    -0.03     0.17
    -1   -0.071   -0.282      0.012  0.010    -3.47     1.52     0.01     0.20
    -1    0.273    0.097     -0.134  0.010    -3.36     1.62    -0.04     0.20
 event,miss,iscat,jscat=           1           0         107          76
     1    1.856   -0.441      2.825  0.010    -2.07     2.86     0.12     0.15
     2   -0.124    0.062      0.596  0.006    -1.97     3.00     0.09     0.14
     1    1.690    0.006      2.460  0.010    -2.03     2.85     0.18     0.21
     2    0.043   -0.385      0.962  0.006    -1.99     3.01     0.17     0.21
 event,miss,iscat,jscat=           1           0         266         148
     3    0.296   -0.503     -0.451  0.199    -1.72    -1.05    -0.15     0.21
    -2   -0.073   -0.254     -0.100  0.006    -1.69    -1.02    -0.11     0.16
     3   -0.018   -0.487     -0.363  0.199    -1.72    -1.06    -0.16     0.21
    -2    0.240   -0.270     -0.188  0.006    -1.70    -1.07    -0.13     0.21
 event,miss,iscat,jscat=           1           0         247         171
    -1   -0.028    0.147     -0.436  0.010    -0.72     1.76    -0.07     0.20
    -1   -0.062   -0.184     -0.086  0.010    -0.90     1.89    -0.00     0.17
    -1   -0.210    0.068     -0.145  0.010    -0.72     1.77    -0.10     0.22
    -1    0.120   -0.105     -0.377  0.010    -0.92     1.84    -0.02     0.22
 event,miss,iscat,jscat=           1           0          92          34
     2    0.578    0.468     -0.019  0.006    -0.93    -1.18    -0.00     0.14
    -2   -0.118    0.583      0.553  0.006    -0.77    -1.38     0.03     0.11
     2   -0.032    0.962      0.361  0.006    -0.86    -1.13    -0.00     0.23
    -2    0.491    0.089      0.173  0.006    -0.79    -1.30     0.11     0.23
 event,miss,iscat,jscat=           1           0         280         177
    -2    0.006   -0.020     -0.082  0.006    -2.03     3.17     0.17     0.21
    -2    0.699    2.460      6.695  0.006    -2.14     2.94     0.18     0.19
    -2   -0.103    0.014      1.795  0.006    -2.03     3.16     0.15     0.23
    -2    0.809    2.426      4.817  0.006    -2.13     2.95     0.22     0.23
 event,miss,iscat,jscat=           1           0         211          31
     1   -0.540   -0.293     -0.036  0.010    -2.91     2.97    -0.10     0.18
     1    1.164   -0.300     -0.353  0.010    -2.97     2.82    -0.05     0.19
     1    0.266    0.516     -0.397  0.010    -2.95     2.95    -0.11     0.23
     1    0.357   -1.108      0.009  0.010    -2.92     2.81    -0.06     0.23
 event,miss,iscat,jscat=           1           0         228         140
     2    0.230   -1.189      1.023  0.006    -0.12     1.71     0.14     0.19
     2   -0.183    0.380     -0.233  0.006    -0.05     1.46    -0.03     0.16
     2    0.246   -1.292      0.296  0.006    -0.12     1.68     0.17     0.23
     2   -0.199    0.483      0.494  0.006    -0.08     1.52    -0.06     0.23
 event,miss,iscat,jscat=           1           0         307         241
    -1   -0.360    0.204      0.162  0.010    -1.70    -1.05     0.03     0.23
    -1   -0.517   -0.391     -0.057  0.010    -1.66    -1.04     0.08     0.19
    -1   -0.551   -0.069     -0.240  0.010    -1.71    -1.05     0.04     0.24
    -1   -0.326   -0.118      0.346  0.010    -1.70    -1.07     0.07     0.24
 event,miss,iscat,jscat=           1           0         212          29
    -2   -0.435   -0.001     -0.850  0.006    -2.91     2.97    -0.10     0.18
     2    0.289   -0.063     -0.198  0.006    -3.04     2.86    -0.02     0.15
    -2   -0.298   -0.264     -0.240  0.006    -2.93     2.97    -0.15     0.24
     2    0.152    0.199     -0.809  0.006    -2.97     2.84    -0.07     0.24
 event,miss,iscat,jscat=           1           0         308          82
     2   -0.042   -0.438     -0.037  0.006    -1.70    -1.05     0.03     0.23
     2    0.269    0.690     -0.153  0.006    -2.01    -1.09     0.01     0.14
     2    0.526   -0.249      0.003  0.006    -1.70    -1.06     0.03     0.24
     2   -0.300    0.501     -0.193  0.006    -1.98    -1.00    -0.01     0.24
 event,miss,iscat,jscat=           1           0         175          76
     1    0.000    1.475      2.352  0.010    -2.15     2.96     0.15     0.17
     2    0.043   -0.385      0.962  0.006    -1.99     3.01     0.17     0.21
     1    0.749    0.806      1.637  0.010    -2.15     3.00     0.20     0.24
     2   -0.705    0.284      1.677  0.006    -1.99     3.00     0.19     0.24
 event,miss,iscat,jscat=           1           0         261         155
    -3    0.426    0.121      0.435  0.199    -3.76     1.45     0.15     0.20
    -1   -0.340    0.288      0.250  0.010    -3.60     1.65    -0.01     0.16
    -3   -0.248   -0.029      0.478  0.199    -3.74     1.45     0.17     0.24
    -1    0.334    0.438      0.207  0.010    -3.65     1.70     0.03     0.24
 event,miss,iscat,jscat=           1           0         150          81
    -2   -1.278   -0.093     -1.554  0.006    -1.69    -1.02    -0.11     0.16
     2    0.487    0.033      0.246  0.006    -2.01    -1.09     0.01     0.14
    -2   -1.445   -0.167     -1.206  0.006    -1.74    -1.02    -0.17     0.24
     2    0.654    0.107     -0.102  0.006    -1.92    -1.09     0.05     0.24
 event,miss,iscat,jscat=           1           0         285         243
     1    0.443   -0.231     -0.014  0.010    -0.46    -0.06     0.11     0.21
     2   -0.228    0.017      0.205  0.006    -0.29     0.16     0.14     0.20
     1    0.314   -0.387     -0.041  0.010    -0.43    -0.07     0.10     0.24
     2   -0.099    0.172      0.233  0.006    -0.33     0.16     0.17     0.24
 event,miss,iscat,jscat=           1           0         106          76
    -2    0.499   -0.053      0.802  0.006    -2.07     2.86     0.12     0.15
     2   -0.705    0.284      1.677  0.006    -1.99     3.00     0.19     0.24
    -2    0.222    0.633      1.098  0.006    -2.02     2.85     0.20     0.24
     2   -0.428   -0.402      1.381  0.006    -1.99     3.00     0.19     0.24
 event,miss,iscat,jscat=           1           0         210          38
    -1    0.212   -0.139      0.023  0.010    -2.15     0.68    -0.00     0.18
     2   -1.023    0.053     -0.149  0.006    -2.06     0.38     0.01     0.11
    -1    0.153    0.221      0.016  0.010    -2.10     0.65     0.00     0.24
     2   -0.964   -0.307     -0.142  0.006    -2.19     0.39    -0.01     0.24
 event,miss,iscat,jscat=           1           0          66          37
     1   -0.035    0.113     -0.283  0.010    -3.53     1.55     0.02     0.13
     4    0.670    0.420     -0.667  1.350    -3.48     1.62    -0.05     0.11
     1    0.033    0.158     -0.319  0.010    -3.54     1.59    -0.08     0.25
     4    0.602    0.375     -0.632  1.350    -3.43     1.65    -0.11     0.25
 event,miss,iscat,jscat=           1           0         244         124
     2    0.025   -0.788      0.727  0.006    -0.29     0.16     0.14     0.20
     2    0.783    0.524      0.009  0.006    -0.46     0.02    -0.04     0.15
     2    0.156   -0.735      0.921  0.006    -0.29     0.12     0.18     0.25
     2    0.652    0.472     -0.186  0.006    -0.38     0.07    -0.04     0.25
 event,miss,iscat,jscat=           1           0         175          75
     1    0.749    0.806      1.637  0.010    -2.15     3.00     0.20     0.24
     1   -0.230   -0.749      0.720  0.010    -1.97     2.96     0.12     0.19
     1    0.951    0.668      1.513  0.010    -2.15     3.00     0.21     0.25
     1   -0.432   -0.611      0.844  0.010    -1.98     2.92     0.16     0.25
 event,miss,iscat,jscat=           1           0         212         211
    -2   -0.298   -0.264     -0.240  0.006    -2.93     2.97    -0.15     0.24
     1    0.266    0.516     -0.397  0.010    -2.95     2.95    -0.11     0.23
    -2   -0.140    0.015     -0.831  0.006    -2.94     2.96    -0.16     0.25
     1    0.109    0.237      0.194  0.010    -2.94     2.96    -0.12     0.25
 event,miss,iscat,jscat=           1           0         288         235
     2    0.124    0.116      0.059  0.006    -3.48     3.15    -0.14     0.21
    -2   -0.061   -0.215     -0.145  0.006    -3.44     3.13     0.10     0.19
     2    0.008   -0.166      0.132  0.006    -3.45     3.18    -0.13     0.26
    -2    0.055    0.067     -0.217  0.006    -3.46     3.07     0.06     0.26
 event,miss,iscat,jscat=           1           0         282         151
    -3    0.194    0.244      0.315  0.199    -1.20     2.12     0.13     0.21
     1    0.171   -0.150      0.037  0.010    -1.14     2.28     0.06     0.16
    -3    0.073    0.127      0.342  0.199    -1.18     2.14     0.16     0.26
     1    0.292   -0.032      0.009  0.010    -1.07     2.22     0.08     0.26
 event,miss,iscat,jscat=           1           0         364         240
    -1   -0.115   -0.166     -0.041  0.010    -1.72    -0.98     0.17     0.25
     2    0.098    0.098      0.552  0.006    -1.66    -1.04     0.08     0.19
    -1    0.070   -0.192     -0.035  0.010    -1.73    -0.99     0.17     0.26
     2   -0.087    0.125      0.546  0.006    -1.65    -1.03     0.15     0.26
 event,miss,iscat,jscat=           1           0         342         317
    -3    0.257   -1.027     -1.335  0.199    -0.75     0.11    -0.20     0.24
     2    0.394   -0.327     -1.009  0.006    -0.78     0.12    -0.21     0.23
    -3    0.590   -0.625     -1.220  0.199    -0.74     0.09    -0.23     0.27
     2    0.060   -0.729     -1.124  0.006    -0.77     0.11    -0.24     0.27
 event,miss,iscat,jscat=           1           0         251         147
     2   -0.302    0.449     -0.201  0.006    -2.06     0.06    -0.05     0.20
     1   -0.000   -0.585     -0.040  0.010    -1.87     0.29    -0.04     0.16
     2    0.381   -0.204      0.012  0.006    -2.10     0.11    -0.08     0.27
     1   -0.683    0.069     -0.253  0.010    -1.87     0.19    -0.05     0.27
 event,miss,iscat,jscat=           1           0         355         184
     2   -0.096   -0.212      0.298  0.006    -2.17    -1.13     0.21     0.24
    -1   -0.217    0.221      0.509  0.010    -2.17    -1.17     0.10     0.17
     2   -0.182   -0.074      0.794  0.006    -2.18    -1.14     0.23     0.27
    -1   -0.131    0.083      0.013  0.010    -2.20    -1.14     0.18     0.27
 event,miss,iscat,jscat=           1           0         364         137
    -1    0.070   -0.192     -0.035  0.010    -1.73    -0.99     0.17     0.26
    -2    0.630    0.950      0.309  0.006    -2.03    -1.04     0.06     0.16
    -1   -0.052   -0.144     -0.067  0.010    -1.73    -1.00     0.17     0.27
    -2    0.752    0.901      0.341  0.006    -1.97    -0.95     0.09     0.27
 event,miss,iscat,jscat=           1           0         389          15
     1   -0.147    0.249      0.250  0.010    -0.71     0.03     0.23     0.25
    -2   -0.153   -0.513      0.670  0.006    -0.78     0.13     0.05     0.09
     1    0.099   -0.247      0.768  0.010    -0.72     0.04     0.24     0.27
    -2   -0.400   -0.017      0.153  0.006    -0.81     0.02     0.19     0.27
 event,miss,iscat,jscat=           1           0         260          67
    -3   -0.024    0.058     -0.068  0.199    -3.76     1.45     0.15     0.20
     1   -0.148   -0.641      0.091  0.010    -3.53     1.55     0.02     0.13
    -3    0.178   -0.304     -0.105  0.199    -3.77     1.47     0.13     0.27
     1   -0.350   -0.279      0.128  0.010    -3.56     1.41     0.04     0.27
 event,miss,iscat,jscat=           1           0         368         252
    -2   -0.052   -0.526     -0.777  0.006    -1.96     0.24    -0.19     0.25
    -1   -0.188    0.444     -0.083  0.010    -2.06     0.06    -0.05     0.20
    -2    0.113   -0.186     -1.008  0.006    -1.96     0.22    -0.21     0.27
    -1   -0.353    0.104      0.149  0.010    -2.09     0.13    -0.07     0.27
 event,miss,iscat,jscat=           1           0         283         242
     2   -0.025   -0.014      0.206  0.006    -0.46    -0.06     0.11     0.21
     1    0.239   -0.366      0.650  0.010    -0.29     0.16     0.14     0.20
     2    0.229   -0.165      0.534  0.006    -0.46    -0.06     0.16     0.27
     1   -0.014   -0.215      0.321  0.010    -0.27     0.13     0.21     0.27
 event,miss,iscat,jscat=           1           0         260         153
    -3    0.178   -0.304     -0.105  0.199    -3.77     1.47     0.13     0.27
    -1   -0.163    0.007      0.134  0.010    -3.60     1.65    -0.01     0.16
    -3   -0.131   -0.355      0.125  0.199    -3.77     1.46     0.12     0.28
    -1    0.146    0.058     -0.096  0.010    -3.69     1.66     0.07     0.28
 event,miss,iscat,jscat=           1           0         364         240
    -1   -0.052   -0.144     -0.067  0.010    -1.73    -1.00     0.17     0.27
     2   -0.087    0.125      0.546  0.006    -1.65    -1.03     0.15     0.26
    -1    0.204   -0.049      0.202  0.010    -1.74    -1.01     0.16     0.28
     2   -0.343    0.030      0.278  0.006    -1.65    -1.02     0.16     0.28
 event,miss,iscat,jscat=           1           0         106          77
    -2    0.222    0.633      1.098  0.006    -2.02     2.85     0.20     0.24
     1    0.334   -0.894      0.718  0.010    -1.96     2.97     0.12     0.18
    -2    0.073    0.534      1.322  0.006    -2.01     2.87     0.24     0.29
     1    0.483   -0.795      0.494  0.010    -1.93     2.89     0.18     0.29
 event,miss,iscat,jscat=           1           0         364         241
    -1    0.204   -0.049      0.202  0.010    -1.74    -1.01     0.16     0.28
    -1   -0.326   -0.118      0.346  0.010    -1.70    -1.07     0.07     0.24
    -1   -0.100   -0.243      0.038  0.010    -1.73    -1.01     0.17     0.29
    -1   -0.021    0.076      0.509  0.010    -1.73    -1.08     0.11     0.29
 event,miss,iscat,jscat=           1           0         205          47
     2    0.565    0.016      0.132  0.006    -1.48    -1.05     0.09     0.18
    -1   -0.321    0.021      0.767  0.010    -1.24    -1.23     0.11     0.12
     2    0.265    0.241     -0.116  0.006    -1.38    -1.05     0.12     0.29
    -1   -0.022   -0.204      1.014  0.010    -1.30    -1.22     0.26     0.29
 event,miss,iscat,jscat=           1           0         428          26
    -2   -0.210    0.044      0.338  0.006    -0.55     0.02     0.25     0.28
     2    1.186   -0.295      0.587  0.006    -0.73     0.16     0.04     0.10
    -2   -0.209    0.131      0.132  0.006    -0.55     0.02     0.26     0.29
     2    1.185   -0.382      0.793  0.006    -0.57     0.12     0.12     0.29
 event,miss,iscat,jscat=           1           0         228         141
     2    0.246   -1.292      0.296  0.006    -0.12     1.68     0.17     0.23
    -1    0.577    0.561      0.013  0.010    -0.05     1.46    -0.03     0.16
     2    0.207   -1.272      0.339  0.006    -0.11     1.62     0.18     0.29
    -1    0.616    0.541     -0.030  0.010     0.04     1.55    -0.02     0.29
 event,miss,iscat,jscat=           1           0         325         257
     1    0.331    0.206     -0.062  0.010    -0.70     0.35     0.08     0.23
    -1    0.013   -0.017      0.069  0.010    -0.69     0.22    -0.15     0.20
     1    0.120   -0.006     -0.095  0.010    -0.66     0.38     0.07     0.29
    -1    0.224    0.194      0.102  0.010    -0.68     0.20    -0.07     0.29
 event,miss,iscat,jscat=           1           0         284          14
     2    0.076    0.300      0.409  0.006    -0.46    -0.06     0.11     0.21
     3    0.659   -1.770      0.938  0.199    -0.78     0.13     0.05     0.09
     2    0.722    0.007      0.701  0.006    -0.44    -0.01     0.17     0.29
     3    0.014   -1.477      0.646  0.199    -0.72    -0.04     0.14     0.29
 event,miss,iscat,jscat=           1           0         387         378
    -2    0.132    0.042     -0.787  0.006    -2.29     3.63    -0.20     0.25
    -2   -0.068    0.133     -0.014  0.006    -2.05     3.67    -0.16     0.25
    -2    0.256    0.079     -0.590  0.006    -2.28     3.63    -0.24     0.29
    -2   -0.193    0.096     -0.210  0.006    -2.07     3.71    -0.16     0.29
 event,miss,iscat,jscat=           1           0         464          30
    -1   -0.102   -0.358      0.181  0.010    -2.74     2.84     0.02     0.29
     1    0.122    0.138      0.055  0.010    -3.03     2.87     0.01     0.16
    -1    0.128   -0.360      0.155  0.010    -2.74     2.84     0.03     0.30
     1   -0.108    0.139      0.080  0.010    -2.95     2.96     0.04     0.30
 event,miss,iscat,jscat=           1           0          80          69
     1    0.135   -0.062     -0.027  0.010    -2.01    -1.09     0.01     0.14
    -3   -0.530   -0.062      0.231  0.199    -1.69    -1.04    -0.03     0.13
     1    0.122    0.081      0.060  0.010    -1.87    -1.16    -0.02     0.30
    -3   -0.517   -0.205      0.144  0.199    -1.83    -1.05     0.03     0.30
 event,miss,iscat,jscat=           1           0          81           5
     2    0.654    0.107     -0.102  0.006    -1.92    -1.09     0.05     0.24
    -2   -0.573   -0.441     -0.150  0.006    -1.63    -1.05     0.01     0.07
     2    0.512    0.291      0.052  0.006    -1.86    -1.08     0.04     0.30
    -2   -0.430   -0.625     -0.304  0.006    -1.81    -1.19    -0.04     0.30
 event,miss,iscat,jscat=           1           0         183          59
    -2    0.712    0.167      0.098  0.006    -1.93    -0.71     0.08     0.17
     1   -0.577    0.521     -0.341  0.010    -1.64    -0.89    -0.03     0.12
    -2    0.707    0.051     -0.169  0.006    -1.80    -0.68     0.10     0.30
     1   -0.571    0.636     -0.074  0.010    -1.76    -0.78    -0.11     0.30
 event,miss,iscat,jscat=           1           0         354         197
    -1    0.112    0.093     -0.012  0.010    -2.00    -0.55    -0.15     0.24
     1    0.060    0.419     -0.446  0.010    -2.00    -0.60    -0.02     0.18
    -1    0.159    0.474     -0.496  0.010    -1.95    -0.51    -0.15     0.30
     1    0.012    0.037      0.038  0.010    -1.99    -0.51    -0.11     0.30
 event,miss,iscat,jscat=           1           0         472         272
    -1   -0.058   -0.321      0.081  0.010    -0.01    -2.31    -0.13     0.30
    -2   -0.035   -0.103     -0.115  0.006    -0.08    -2.20    -0.04     0.21
    -1   -0.102   -0.044      0.010  0.010    -0.01    -2.32    -0.13     0.30
    -2    0.009   -0.379     -0.044  0.006    -0.11    -2.26    -0.11     0.30
 event,miss,iscat,jscat=           1           0         428          14
    -2   -0.209    0.131      0.132  0.006    -0.55     0.02     0.26     0.29
     3    0.014   -1.477      0.646  0.199    -0.72    -0.04     0.14     0.29
    -2    0.093    0.057      0.393  0.006    -0.57     0.03     0.27     0.31
     3   -0.289   -1.404      0.385  0.199    -0.72    -0.05     0.14     0.31
 event,miss,iscat,jscat=           1           0          80           5
     1    0.122    0.081      0.060  0.010    -1.87    -1.16    -0.02     0.30
    -2   -0.430   -0.625     -0.304  0.006    -1.81    -1.19    -0.04     0.30
     1    0.203   -0.021      0.003  0.010    -1.86    -1.16    -0.02     0.31
    -2   -0.512   -0.522     -0.247  0.006    -1.81    -1.19    -0.04     0.31
 event,miss,iscat,jscat=           1           0         359         349
     2    0.003    0.032     -0.201  0.006    -3.97     1.58     0.09     0.24
    -1    0.078    0.361      0.294  0.010    -4.03     1.54    -0.01     0.24
     2    0.308    0.220      0.008  0.006    -3.97     1.59     0.03     0.31
    -1   -0.227    0.173      0.084  0.010    -4.01     1.59     0.03     0.31
 event,miss,iscat,jscat=           1           0         392          27
    -1    0.143   -0.045      0.057  0.010    -0.87     0.04    -0.06     0.26
     2   -0.335    0.121      0.068  0.006    -0.69     0.09     0.08     0.20
    -1   -0.071    0.173      0.257  0.010    -0.82     0.02    -0.04     0.31
     2   -0.121   -0.097     -0.132  0.006    -0.80     0.12     0.10     0.31
 event,miss,iscat,jscat=           1           0         413          82
    -3   -0.090   -0.085     -0.090  0.199    -1.79    -0.89    -0.23     0.27
     2   -0.300    0.501     -0.193  0.006    -1.98    -1.00    -0.01     0.24
    -3   -0.022   -0.040     -0.177  0.199    -1.81    -0.91    -0.25     0.31
     2   -0.368    0.457     -0.107  0.006    -2.01    -0.94    -0.04     0.31
 event,miss,iscat,jscat=           1           0         364         137
    -1   -0.100   -0.243      0.038  0.010    -1.73    -1.01     0.17     0.29
    -2    0.752    0.901      0.341  0.006    -1.97    -0.95     0.09     0.27
    -1   -0.211    0.477     -0.017  0.010    -1.75    -1.04     0.17     0.32
    -2    0.863    0.182      0.396  0.006    -1.94    -0.91     0.10     0.32
 event,miss,iscat,jscat=           1           0         439         308
     1   -0.199   -0.130     -0.230  0.010    -1.50    -1.08    -0.17     0.28
     2    0.526   -0.249      0.003  0.006    -1.70    -1.06     0.03     0.24
     1    0.427   -0.269     -0.429  0.010    -1.52    -1.09    -0.19     0.32
     2   -0.099   -0.111      0.202  0.006    -1.63    -1.10     0.03     0.32
 event,miss,iscat,jscat=           1           0          81          69
     2    0.512    0.291      0.052  0.006    -1.86    -1.08     0.04     0.30
    -3   -0.517   -0.205      0.144  0.199    -1.83    -1.05     0.03     0.30
     2    0.250    0.425     -0.249  0.006    -1.85    -1.07     0.05     0.32
    -3   -0.254   -0.340      0.445  0.199    -1.85    -1.06     0.03     0.32
 event,miss,iscat,jscat=           1           0         307          69
    -1   -0.551   -0.069     -0.240  0.010    -1.71    -1.05     0.04     0.24
    -3   -0.254   -0.340      0.445  0.199    -1.85    -1.06     0.03     0.32
    -1   -0.266   -0.010     -0.291  0.010    -1.78    -1.06     0.00     0.32
    -3   -0.539   -0.399      0.495  0.199    -1.85    -1.06     0.04     0.32
 event,miss,iscat,jscat=           1           0         473          54
     2    0.169    0.091     -0.457  0.006    -0.01    -2.31    -0.13     0.30
     3    0.107   -0.116     -0.092  0.199     0.04    -2.18    -0.05     0.12
     2    0.250    0.100     -0.414  0.006    -0.00    -2.31    -0.16     0.32
     3    0.027   -0.125     -0.135  0.199     0.12    -2.27    -0.12     0.32
 event,miss,iscat,jscat=           1           0          81          69
     2    0.250    0.425     -0.249  0.006    -1.85    -1.07     0.05     0.32
    -3   -0.539   -0.399      0.495  0.199    -1.85    -1.06     0.04     0.32
     2    0.497    0.072      0.318  0.006    -1.84    -1.07     0.04     0.32
    -3   -0.787   -0.046     -0.072  0.199    -1.85    -1.06     0.04     0.32
 event,miss,iscat,jscat=           1           0         339         283
     1   -0.170    0.020      0.135  0.010    -0.30     0.16     0.20     0.24
     2    0.229   -0.165      0.534  0.006    -0.46    -0.06     0.16     0.27
     1   -0.157   -0.152      0.165  0.010    -0.38     0.17     0.26     0.33
     2    0.215    0.007      0.505  0.006    -0.44    -0.08     0.21     0.33
 event,miss,iscat,jscat=           1           0         305         205
    -2   -0.432   -0.125      0.418  0.006    -1.09    -1.22     0.11     0.22
     2    0.265    0.241     -0.116  0.006    -1.38    -1.05     0.12     0.29
    -2   -0.138   -0.311      0.425  0.006    -1.17    -1.24     0.18     0.33
     2   -0.028    0.427     -0.123  0.006    -1.35    -1.03     0.10     0.33
 event,miss,iscat,jscat=           1           0         447         182
     1   -0.112   -0.003      0.015  0.010    -1.92    -0.73     0.26     0.29
    -1   -0.022   -0.098      0.401  0.010    -1.93    -0.71     0.08     0.17
     1    0.019   -0.099      0.342  0.010    -1.96    -0.73     0.27     0.33
    -1   -0.153   -0.002      0.074  0.010    -1.93    -0.75     0.24     0.33
 event,miss,iscat,jscat=           1           0         358         261
    -1    0.234    0.428      0.552  0.010    -3.97     1.58     0.09     0.24
    -3   -0.248   -0.029      0.478  0.199    -3.74     1.45     0.17     0.24
    -1    0.166    0.480      0.503  0.010    -3.94     1.63     0.16     0.33
    -3   -0.179   -0.081      0.527  0.199    -3.78     1.45     0.25     0.33
 event,miss,iscat,jscat=           1           0         107          76
     1    1.690    0.006      2.460  0.010    -2.03     2.85     0.18     0.21
     2   -0.428   -0.402      1.381  0.006    -1.99     3.00     0.19     0.24
     1    1.523    0.289      2.244  0.010    -1.97     2.85     0.27     0.33
     2   -0.262   -0.686      1.596  0.006    -2.01     2.98     0.28     0.33
 event,miss,iscat,jscat=           1           0         307          81
    -1   -0.266   -0.010     -0.291  0.010    -1.78    -1.06     0.00     0.32
     2    0.497    0.072      0.318  0.006    -1.84    -1.07     0.04     0.32
    -1   -0.050    0.020     -0.439  0.010    -1.79    -1.06    -0.01     0.33
     2    0.282    0.043      0.466  0.006    -1.84    -1.06     0.05     0.33
 event,miss,iscat,jscat=           1           0         452         240
    -2    0.128   -0.031      0.022  0.006    -1.72    -0.99     0.22     0.29
     2   -0.343    0.030      0.278  0.006    -1.65    -1.02     0.16     0.28
    -2   -0.033   -0.086     -0.096  0.006    -1.68    -1.00     0.23     0.33
     2   -0.182    0.085      0.396  0.006    -1.69    -1.02     0.20     0.33
 event,miss,iscat,jscat=           1           0         310         142
    -2    0.320    0.397     -0.972  0.006    -3.14     2.87    -0.17     0.23
    -2   -1.090    0.721     -0.718  0.006    -2.91     3.08    -0.08     0.16
    -2   -0.390   -0.166     -0.993  0.006    -3.11     2.90    -0.26     0.33
    -2   -0.381    1.283     -0.697  0.006    -3.04     3.16    -0.16     0.33
 event,miss,iscat,jscat=           1           0          62          40
    -1    2.028    0.055      1.912  0.010    -0.73    -0.48     0.09     0.13
     1   -0.732   -1.342      0.762  0.010    -0.58    -0.14     0.07     0.11
    -1    1.891    0.275      1.725  0.010    -0.58    -0.48     0.24     0.34
     1   -0.594   -1.562      0.949  0.010    -0.68    -0.32     0.17     0.34
 event,miss,iscat,jscat=           1           0         426         289
    -2   -0.277    0.101      0.525  0.006    -0.55     0.02     0.25     0.28
     2    0.114    0.093      0.522  0.006    -0.60    -0.11     0.20     0.22
    -2   -0.254    0.220      0.600  0.006    -0.58     0.03     0.30     0.34
     2    0.091   -0.026      0.447  0.006    -0.58    -0.09     0.31     0.34
 event,miss,iscat,jscat=           1           0         471         378
    -1    0.190    0.179     -0.022  0.010    -2.09     3.60    -0.22     0.30
    -2   -0.193    0.096     -0.210  0.006    -2.07     3.71    -0.16     0.29
