 1 0 1 1  1.1202668
     0.560      0.000     1     3      0.000     0  2212
    -0.560      0.000    -1     3      0.000     0  2212
 2 0 1 1  1.51534402
     0.758      0.000     1     3      0.000     0  2212
    -0.758      0.000    -1     3      0.000     0  2212
 3 0 1 1  0.920014739
     0.460      0.000     1     3      0.000     0  2212
    -0.460      0.000    -1     3      0.000     0  2212
 4 0 1 1  1.28539336
     0.643      0.000     1     3      0.000     0  2212
    -0.643      0.000    -1     3      0.000     0  2212
 5 0 1 1  0.955524623
     0.478      0.000     1     2      0.000  2212  2212
    -0.478      0.000    -1     3      0.000     0  2212
 6 0 1 1  1.4657501
     0.733      0.000     1     3      0.000     0  2212
    -0.733      0.000    -1     3      0.000     0  2212
 7 0 1 1  0.598540962
     0.299      0.000     1     3      0.000     0  2212
    -0.299      0.000    -1     3      0.000     0  2212
 8 0 1 1  0.566040576
     0.283      0.000     1     3      0.000     0  2212
    -0.283      0.000    -1     3      0.000     0  2212
 9 0 1 1  2.10991812
     1.055      0.000     1     2      0.000  2212  2212
    -1.055      0.000    -1     3      0.000     0  2212
 10 0 1 1  2.11553288
     1.058      0.000     1     3      0.000     0  2212
    -1.058      0.000    -1     3      0.000     0  2212
 11 0 1 1  0.50568819
     0.253      0.000     1     3      0.000     0  2212
    -0.253      0.000    -1     3      0.000     0  2212
 12 0 1 1  1.11347413
     0.557      0.000     1     3      0.000     0  2212
    -0.557      0.000    -1     3      0.000     0  2212
 13 0 1 1  0.589826465
     0.295      0.000     1     3      0.000     0  2212
    -0.295      0.000    -1     3      0.000     0  2212
 14 0 1 1  1.09973717
     0.550      0.000     1     3      0.000     0  2212
    -0.550      0.000    -1     3      0.000     0  2212
 15 0 1 1  1.34035122
     0.670      0.000     1     3      0.000     0  2212
    -0.670      0.000    -1     3      0.000     0  2212
 16 0 1 1  1.38503134
     0.693      0.000     1     3      0.000     0  2212
    -0.693      0.000    -1     3      0.000     0  2212
 17 0 1 1  1.78256917
     0.891      0.000     1     3      0.000     0  2212
    -0.891      0.000    -1     3      0.000     0  2212
 18 0 1 1  0.177735448
     0.089      0.000     1     3      0.000     0  2212
    -0.089      0.000    -1     3      0.000     0  2212
 19 0 1 1  1.27358282
     0.637      0.000     1     3      0.000     0  2212
    -0.637      0.000    -1     3      0.000     0  2212
 20 0 1 1  1.72483742
     0.862      0.000     1     2      0.000  2212  2212
    -0.862      0.000    -1     3      0.000     0  2212
 21 0 1 1  1.29222906
     0.646      0.000     1     3      0.000     0  2212
    -0.646      0.000    -1     3      0.000     0  2212
 22 0 1 1  0.679476082
     0.340      0.000     1     3      0.000     0  2212
    -0.340      0.000    -1     3      0.000     0  2212
 23 0 1 1  0.732770562
     0.366      0.000     1     3      0.000     0  2212
    -0.366      0.000    -1     3      0.000     0  2212
 24 0 1 1  0.305395752
     0.153      0.000     1     3      0.000     0  2212
    -0.153      0.000    -1     3      0.000     0  2212
 25 0 1 1  1.40862095
     0.704      0.000     1     2      0.000  2212  2212
    -0.704      0.000    -1     3      0.000     0  2212
 26 0 1 1  0.838881433
     0.419      0.000     1     3      0.000     0  2212
    -0.419      0.000    -1     3      0.000     0  2212
 27 0 1 1  0.911995053
     0.456      0.000     1     3      0.000     0  2212
    -0.456      0.000    -1     3      0.000     0  2212
 28 0 1 1  1.18158424
     0.591      0.000     1     3      0.000     0  2212
    -0.591      0.000    -1     3      0.000     0  2212
 29 0 1 1  1.53348243
     0.767      0.000     1     3      0.000     0  2212
    -0.767      0.000    -1     3      0.000     0  2212
 30 0 1 1  1.03215814
     0.516      0.000     1     3      0.000     0  2212
    -0.516      0.000    -1     3      0.000     0  2212
 31 0 1 1  1.4248904
     0.712      0.000     1     3      0.000     0  2212
    -0.712      0.000    -1     3      0.000     0  2212
 32 0 1 1  0.931508005
     0.466      0.000     1     2      0.000  2212  2212
    -0.466      0.000    -1     3      0.000     0  2212
 33 0 1 1  1.56165612
     0.781      0.000     1     3      0.000     0  2212
    -0.781      0.000    -1     3      0.000     0  2212
 34 0 1 1  0.207964167
     0.104      0.000     1     3      0.000     0  2212
    -0.104      0.000    -1     3      0.000     0  2212
 35 0 1 1  1.74666333
     0.873      0.000     1     3      0.000     0  2212
    -0.873      0.000    -1     3      0.000     0  2212
 36 0 1 1  1.15119982
     0.576      0.000     1     3      0.000     0  2212
    -0.576      0.000    -1     3      0.000     0  2212
 37 0 1 1  1.54921079
     0.775      0.000     1     3      0.000     0  2212
    -0.775      0.000    -1     3      0.000     0  2212
 38 0 1 1  0.091318734
     0.046      0.000     1     3      0.000     0  2212
    -0.046      0.000    -1     3      0.000     0  2212
 39 0 1 1  0.620328128
     0.310      0.000     1     3      0.000     0  2212
    -0.310      0.000    -1     3      0.000     0  2212
 40 0 1 1  0.684434235
     0.342      0.000     1     3      0.000     0  2212
    -0.342      0.000    -1     3      0.000     0  2212
 41 0 1 1  1.59665394
     0.798      0.000     1     3      0.000     0  2212
    -0.798      0.000    -1     2      0.000  2212  2212
