      1      1    558   11.0002        6  12   0   6   4   8      0.0000
  2212    0.000    0.000     99.9956  0.940     5.60    -0.57     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     2.06     5.23     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     3.20     2.68     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     8.69    -4.75     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     5.78     2.08     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     5.61    -2.20     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     3.47     0.37     0.20     0.20
  2212    0.000    0.000     99.9956  0.940    10.00    -5.36     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.80     1.40     0.20     0.20
  2112    0.000    0.000     99.9956  0.940    10.09    -1.76     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     1.16    -3.35     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     1.88    -1.16     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     0.73     0.58     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     7.81     4.10     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     6.06    -1.49     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     8.49    -0.17     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.74    -0.58     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     1.43     1.91     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     7.26    -5.14     0.20     0.20
  2112    0.000    0.000     99.9956  0.940    11.16     5.86     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     2.69     3.84     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     3.16    -4.87     0.20     0.20
  2112    0.000    0.000     99.9956  0.940    10.12    -2.40     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     1.36    -1.79     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.62     2.22     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.23     5.77     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.93     2.24     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     3.71     2.49     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.57     1.35     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     8.58     1.62     0.20     0.20
  2112    0.000    0.000     99.9956  0.940    11.07     2.25     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.39    -0.59     0.20     0.20
  2112    0.000    0.000     99.9956  0.940    10.10    -3.14     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     2.09    -0.33     0.20     0.20
  2112    0.000    0.000     99.9956  0.940    10.00    -1.61     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.62    -5.11     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     4.67     4.95     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.85    -4.81     0.20     0.20
  2112    0.000    0.000     99.9956  0.940    10.16     1.94     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     1.47    -2.13     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     9.80     4.20     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     8.09     3.25     0.20     0.20
