 1 0 197 64
     2    1.920    4.294      9.734  0.006    -0.68    -0.16  0.  0.   1
    -2    1.328    0.189      7.403  0.006    -0.68    -0.16  0.  0.   1
    21    0.328   -1.646     -0.761  0.000    -1.64    -1.18  0.  0.   2
    21   -0.502    0.238      0.227  0.000    -1.64    -1.18  0.  0.   2
    21   -0.070   -0.844     -1.323  0.000    -1.64    -1.18  0.  0.   2
    21    0.383   -0.243     -3.763  0.000    -1.64    -1.18  0.  0.   2
    21    0.606    0.708    -12.952  0.000    -1.64    -1.18  0.  0.   2
    21   -0.156   -0.860    -16.891  0.000    -1.64    -1.18  0.  0.   2
     1    0.116    1.996     20.771  0.010    -3.37     1.27  0.  0.   3
    21    1.689   -3.541      3.155  0.000    -3.37     1.27  0.  0.   3
    21    0.425   -1.470      2.509  0.000    -3.37     1.27  0.  0.   3
    21    0.263   -0.042      0.052  0.000    -3.37     1.27  0.  0.   3
    21    1.211   -0.374     -3.634  0.000    -3.37     1.27  0.  0.   3
    21    0.446   -0.380     -2.807  0.000    -3.37     1.27  0.  0.   3
    21   -0.108    0.359     -1.773  0.000    -3.37     1.27  0.  0.   3
    21   -3.359    2.158     -7.311  0.000    -3.37     1.27  0.  0.   3
    21   -0.580    1.188     -3.059  0.000    -3.37     1.27  0.  0.   3
    21    0.415    0.114      0.297  0.000    -3.37     1.27  0.  0.   3
    21   -1.187   -0.481     22.561  0.000    -3.37     1.27  0.  0.   3
    -1   -0.440    0.981      4.400  0.010    -3.37     1.27  0.  0.   3
 2 0 197 64
    21   -0.354    0.132      8.430  0.000     1.26    -1.98  0.  0.   1
    21    0.708   -0.454      2.944  0.000     1.26    -1.98  0.  0.   1
    21   -0.067    0.563      1.602  0.000     1.26    -1.98  0.  0.   1
    21   -0.985   -0.125      2.083  0.000     1.26    -1.98  0.  0.   1
    21   -1.055    0.545     -0.327  0.000     1.26    -1.98  0.  0.   1
    21    0.095    1.515     -2.462  0.000     1.26    -1.98  0.  0.   1
     2   -0.239    0.696     -0.330  0.006    -0.99    -3.79  0.  0.   1
    -2   -0.361    2.500     -4.053  0.006    -0.99    -3.79  0.  0.   1
    21    0.457    0.470      0.617  0.000    -0.99    -3.79  0.  0.   1
    21   -0.509    0.870     12.525  0.000    -0.99    -3.79  0.  0.   1
    21   -1.722    0.992     -2.380  0.000     0.73     1.53  0.  0.   2
    21   -1.905   -0.383     -0.475  0.000     0.73     1.53  0.  0.   2
    21    0.193   -0.597      1.041  0.000     0.73     1.53  0.  0.   2
    21    0.229    0.083     -3.456  0.000    -0.11    -0.07  0.  0.   2
    21    0.811   -4.562    -23.965  0.000    -0.11    -0.07  0.  0.   2
    21   -2.903   -0.198    -23.580  0.000    -1.04    -2.37  0.  0.   2
    21    0.609   -2.272     -6.753  0.000    -1.04    -2.37  0.  0.   2
    21   -0.180    0.215     -1.515  0.000    -1.04    -2.37  0.  0.   2
    21    0.532    0.916      8.646  0.000    -1.07    -0.05  0.  0.   3
    21   -0.771   -0.581      4.142  0.000    -1.07    -0.05  0.  0.   3
    21    0.166    2.571     27.029  0.000    -1.07    -0.05  0.  0.   3
    21   -0.037   -0.754      1.920  0.000    -1.07    -0.05  0.  0.   3
    21    2.227   -0.862      1.323  0.000    -1.07    -0.05  0.  0.   3
    21   -1.917   -0.002      2.952  0.000    -1.07    -0.05  0.  0.   3
    21   -1.362   -0.978      0.764  0.000    -1.07    -0.05  0.  0.   3
    21   -0.059   -0.414      0.768  0.000    -1.07    -0.05  0.  0.   3
    21    3.114    0.251     -0.956  0.000    -1.07    -0.05  0.  0.   3
    21   -0.140   -0.088     -0.660  0.000    -1.07    -0.05  0.  0.   3
     1   -0.949   -1.295     -4.708  0.010    -1.14     0.77  0.  0.   3
    21   -0.106   -1.128     -3.956  0.000    -1.14     0.77  0.  0.   3
